letter,date,datestart,dateend,cicero_location,pleiades_cicero_loc_id,sender,correspondent,Correspondent location,pleiades_correspondent_loc_id,Correspondent's Transient Location,pleiades_correspondent_transient_loc_id,Other Personal Names,Inferred Names,Slaves and Freed People,Literary/Historical References,Other Locations in Letter,pleiades_other_letter_id,Peoples of a Nation,pleiades_peoples_id
Fam. 1.1,January 13 56 BCE,-1.13.56,-1.13.56,Rome,423025,Cicero,P. Lentulus Spinther,Cilicia,628957,,,Hammonius; Cn. Pompeius Magnus; Cn. Cornelius Lentulus Marcellinus; Marcus Licinius Crassus; Marcus Calpurnius Bibulus; Quintus Hortensius; Lucius Licinius Lucullus; Lucius Afranius; Lucius Volcatius Tullus; Publius Servilius Vatia Isauricus; P. Rutilius Lupus; L. Scribonius Libo; P. Plautius Hypsaeus,Ptolemy XII Auletes,,,,,,
Fam. 1.2,January 15 56 BCE,-1.15.56,-1.15.56,Rome,423025,Cicero,P. Lentulus Spinther,Cilicia,628957,,,Quintus Hortensius; Marcus Calpurnius Bibulus; Lucius Volcatius Tullus; Cn. Pompeius Magnus; P. Rutilius Lupus; Lucius Caninius Gallus; C. Porcius Cato; Cn. Cornelius Lentulus Marcellinus,Ptolemy XII Auletes,,,,,,
Fam. 1.3,January 56 BCE,-1.1.56,-1.31.56,Rome,423025,Cicero,P. Lentulus Spinther,Cilicia,628957,,,Aulus Trebonius; T. Ampius,,,,,,,
Fam. 1.4,January 17 56 BCE,-1.17.56,-1.17.56,Rome,423025,Cicero,P. Lentulus Spinther,Cilicia,628957,,,Marcus Calpurnius Bibulus;  Lucius Volcatius Tullus; Lucius Caninius Gallus; C. Porcius Cato; C. Scribonius Curio,,,,Alexandria,727070,,
Fam. 1.5a,February 1;7 56 BCE,-2.1.56,-2.7.56,Rome,423025,Cicero,P. Lentulus Spinther,Cilicia,628957,,,C. Porcius Cato; Q. Selicius,Ptolemy XII Auletes; Cn. Pompeius Magnus,,,Alexandria,727070,,
Fam. 1.5b,February 56 BCE post 9,-2.9.56,-2.28.56,Rome,423025,Cicero,P. Lentulus Spinther,Cilicia,628957,,,Cn. Pompeius Magnus; T. Annius Milo; C. Porcius Cato; Quintus Hortensius;  Lucius Licinius Lucullus,Ptolemy XII Auletes,,,Alexandria,727070,,
Fam. 1.6,middle of February 56 BCE,-2.15.56,-2.28.56,Rome,423025,Cicero,P. Lentulus Spinther,Cilicia,628957,,,C. Asinius Pollio,,,, ,,Greeks,1001896
Fam. 1.7,end of August 56 BCE,-8.20.56,-8.31.56,Rome,423025,Cicero,P. Lentulus Spinther,Cilicia,628957,,,Quintus Hortensius; Lucius Licinius Lucullus; L. Racilius; Cn. Pompeius Magnus; Lucius Caninius Gallus;  Ptolemy XII Auletes; T. Annius Milo; Publius Clodius Pulcher; C. Julius Caesar; P. Furius Crassipes; P. Cornelius Lentulus Spinther Minor,Tullia,,Sibyl,Alexandria; Cyprus; Ptolemais,727070; 981516; 639073,,
Fam. 1.8,January 55 BCE,-1.1.55,-1.31.55,Rome,423025,Cicero,P. Lentulus Spinther,Cilicia,628957,,,Cn. Pompeius Magnus; M. Plaetorius,C. Julius Caesar; Marcus Licinius Crassus,,,,,,
Fam. 1.9,December 54 BCE,-12.1.54,-12.31.54,Rome,423025,Cicero,P. Lentulus Spinther,Cilicia,628957,,,C. Julius Caesar; Appius Claudius Pulcher; P. Vatinius; P. Sextius; Marcus Calpurnius Bibulus; Cn. Cornelius Lentulus Marcellinus; Lucius Marcius Phillipus; Marcus Licinius Crassus; Quintus Tullius Cicero; L. Vibullius Rufus; Q. Metellus Numidicus; L. Metellus; M. Scaurus; Marcus Porcius Cato Uticensis; Aulus Gabinius; Furius Crassipes; Menocritus; Q. Mucius Scaevola,C. Porcius Cato; Publius Clodius Pulcher,Menocritus (slave or freedman of Spinther),Lucius Cornelius Cinna; Plato; Apelles; Publius Terentius Afer; Aristotle; Isocrates,Campania;  Africa; Luca; Sardinia; Ravenna; Hispania (Eastern Spain); all of Italy; Athens,991350; 775; 403234; 472014; 393480; 1027; 1052; 579885,,
Fam. 1.10,54 BCE,-1.1.54,-12.31.54,Rome,423025,Cicero,L. Valerius,Cilicia,628957,,,P. Lentulus Spinther,,,Ulysses ,Apulia,442469,,
Fam. 2.1,Early 53 BCE,-1.1.53,-2.28.53,Rome,423025,Cicero,C. Scribonius Curio,Asia,991380,,,,,,,,,,
Fam. 2.2,53 BCE (Feb?),-2.1.53,-2.28.53,Rome,423025,Cicero,C. Scribonius Curio,Asia,991380,,,,Caius Scribonius Curio Burbulieus,,,,,,
Fam. 2.3,53 BCE (Feb?),-2.1.53,-2.28.53,Rome,423025,Cicero,C. Scribonius Curio,Asia,991380,,,,,Rupa (freedman),,,,,
Fam. 2.4,53 BCE (May?),-5.1.53,-5.31.53,Rome,423025,Cicero,C. Scribonius Curio,Asia,991380,,,, ,,,,,,
Fam. 2.5,53 BCE (June?),-6.1.53,-6.30.53,Rome,423025,Cicero,C. Scribonius Curio,Asia,991380,,,,,,,,,,
Fam. 2.6,July 53 BCE,-7.1.53,-7.31.53,Rome,423025,Cicero,C. Scribonius Curio,NA,,from Asia to Italy,991380; 423025,Sextus Villius; T. Annius Milo,,,,Asia,991380,,
Fam. 2.7,December 19 51 BCE,-12.19.51,-12.19.51,Pindenissum,662197,Cicero,C. Scribonius Curio,Rome,423025,,,,,Thraso (freedman),,,,,
Fam. 2.8,July 6 51 BCE,-7.6.51,-7.6.51,Athens,579885,Cicero,M. Caelius Rufus,Rome,423025,,,Cn. Pompeius Magnus; Lucius Caninius Gallus,,Chrestus (agent of Caelius),,,,,
Fam. 2.9,October 7; 13 51 BCE,-10.7.51,-10.13.51,Mopsuhestia (Cilicia Compestris on both banks of the Pyramus),658538,Cicero,M. Caelius Rufus,Rome,423025,,,,Hirrus,,,,,,
Fam. 2.10,Novemeber 14; 51 BCE,-11.14.51,-11.14.51,Pindenissum,662197,Cicero,M. Caelius Rufus,Rome,423025,,,Hirrus; Marcus Calpurnius Bibulus; C. Cassius Longinus,,,Clitarchus; Darius III; Alexander the Great,Amanus; Antioch; Issus,658376; 658381; 658490,Parthians,952097
Fam. 2.11,April 4 50 BCE,-4.4.50,-4.4.50,Laodicae,897792,Cicero,M. Caelius Rufus,Rome,423025,,,Patiscus,,,,Caria,991381,,
Fam. 2.12,late June 50 BCE,-6.18.50,-6.30.50,Pyramus,658576,Cicero,M. Caelius Rufus,Rome,423025,,,Diogenes; Adjatorix,C. Scribonius Curio,Philo (freedman of Caelius),,Pessinus,652364,,
Fam. 2.13,early May 50 BCE,-5.1.50,-5.7.50,Laodicae,897792,Cicero,M. Caelius Rufus,Rome,423025,,,Appius Claudius Pulcher; Cn. Pompeius Magnus; Marcus Junius Brutus; Publius Cornelius Dolabella; C. Julius Caesar; C. Scribonius Curio,Claudia (daughter of Appius; the other two daughters' names are unknown),Phania (freedman of Appius),,Cilicia,628957,,
Fam. 2.14,mid March 50 BCE,-3.13.50,-3.18.50,Laodicae,897792,Cicero,M. Caelius Rufus,Rome,423025,,,Marcus Fadius Gallus,,,,,,,
Fam. 2.15,early August 50 BCE,-9.3.50,-9.15.50,Sida,494603,Cicero,M. Caelius Rufus,Rome,423025,,,C. Scribonius Curio; Publius Cornelius Dolabella; Tullia; C. Julius Caesar;  Appius Claudius Pulcher; Cn. Pompeius Magnus; Q. Cassius Longinus; Marcus Antonius; Quintus Tullius Cicero; C. Pomptinus; Ocella (L. Livius Ocella? Se<r>vius Ocella); Decimus Matrinius (?),Hirrus; Marcus Porcius Cato Uticensis,,,Asia; Mount Taurus,991380; 649792,,
Fam. 2.16,May 2; 3 49 BCE,-5.2.49,-5.3.49,Cumae,432808,Cicero,M. Caelius Rufus,Gaul,993,,,T. Ampius Balbus; Quintus Hortensius; Tullia; Publius Cornelius Dolabella; Marcus Curtius Postumus; Gaius Oppius,Marcus Tullius Cicero Minor,,,Italy; Spain; Rome,1052; 1027; 423025,,
Fam. 2.17,July 18 50 BCE,-7.18.50,-7.18.50,Tarsus,648789,Cicero,Cn. Sallustius,Syria,845004,,,Marcus Calpurnius Bibulus; Marius [Marcus or Sextus; Lucius (SB)]; Q. Minucius Thermus; Ariobarzanis,Marcus Tullius Cicero Minor; Quintus Tullius Cicero (nephew not brother); C. Caelius Caldus (Cicero's quaestor); L. Calpurnius Bibulus,,,Rhodes; Asia; Rome; Apamea; Laodicae; Antioch; Galla Transpadana,590031; 991380; 423025; 897711; 897792; 658381; 383801,Parthians,952097
Fam. 2.18,early May 50 BCE,-5.1.50,-5.15.50,Laodicae,897792,Cicero,Q. Minucius Thermus,Asia,991380,,,Rhodo; Aristo of Chios,Gaius Antonius,,,Cilicia,628957,,
Fam. 2.19,June 21 50 BCE,-6.21.50,-6.21.50,Pyramus,658576,Cicero,C. Caelius Caldus,NA,,to Cilicia,628957,Marcus Tullius Cicero (father); Marcus Tullius Cicero (grandfather); Lucius Caelius Caldus; C. Caelius Caldus (grandfather); C. Vergilius; Curius,,,,,,,
Fam. 3.1,52 BCE,-1.1.52,-12.31.52,Rome,423025,Cicero,Appius Claudius Pulcher,Cilicia,628957,,,L. Valerius,,Phania (freedman of Appius); Cilix (freedman of Appius),,,,,
Fam. 3.2,February; March 51 BCE ,-2.1.51,-3.31.51,Rome,423025,Cicero,Appius Claudius Pulcher,Cilicia,628957,,,,,,,,,,
Fam. 3.3,May 24 51 BCE,-5.24.51,-5.24.51,Brundisium,442509,Cicero,Appius Claudius Pulcher,Cilicia,628957,,,Q. Fabius Vergilianus;  Marcus Calpurnius Bibulus; Servius Sulpicius Lemonia Rufus; C. Pomptinus,,,,,,,
Fam. 3.4,June 5 51 BCE,-6.5.51,-6.5.51,Brundisium,442509,Cicero,Appius Claudius Pulcher,Cilicia,628957,,,L. Clodius; Q. Fabius Vergilianus; C. Valerius Flaccus; Lucius Valerius Flaccus (father); M. Octavius; Gnaeus Octavius (father); Marcus Junius Brutus; Cn. Pompeius Magnus,Claudia (daughter of Appius); Cn. Pompeius (son of Pompey) ,,,,,,
Fam. 3.5,July 27 51 BCE,-7.27.51,-7.27.51,Tralles,599987,Cicero,Appius Claudius Pulcher,Cilicia,628957,,,L. Lucilius; L. Clodius; Q. Mucius Scaevola,,Phania (freedman of Appius),,Brundisium; Sida; Laodicae; Corcyra; Iconium; Ephesus,442509; 494603; 897792; 530834; 648647; 599612,,
Fam. 3.6,August 29 51 BCE,-8.29.51,-8.29.51,Iconium,648647,Cicero,Appius Claudius Pulcher,Tarsus,648789,,,L. Clodius; D. Antonius,,Phania (freedman of Appius),,Brundisium; Corcyra; Sida; Laodicae; Rome; Cilicia; Cappadocia,442509; 530834; 494603; 897792; 423025; 628957; 628949,,
Fam. 3.7,after February 11 50 BCE,-2.11.50,-2.28.50,Laodicae,897792,Cicero,Appius Claudius Pulcher,Rome,423025,,,Marcus Junius Brutus; P. Lentulus Spinther; T. Ampius; Marcus Terentius Varro; Q. Lepta; Cn. Pompeius Magnus; Athenodorus Cananites; Sandon,,Pausanias (freedman of Lentulus),,Appia;  Cilicia; Iconium,609314; 628957; 648647,,
Fam. 3.8,October 8 51 BCE,-10.8.51,-10.8.51,Mopsuhestia (Cilicia Compestris on both banks of the Pyramus),658538,Cicero,Appius Claudius Pulcher,Rome,423025,,,L. Clodius; Q. Hortensius; Cn. Pompeius Magnus,,,,Apamaea; Midaeum; Samos; Taurus; Laodicea; Iconium; Synnada;  Philomelium; Corcyra; Tarsus; Brundisium; Syria; Spain; Cibyra; Amanus,897711; 609473; 599926; 148211; 897792; 648647; 609538; 609501; 530834; 648789; 442509; 845004; 1027; 638804; 658376,Arabs; Parthians,29475;  952097
Fam. 3.9,50 BCE (Feb?),-2.20.50,-2.28.50,Laodicae,897792,Cicero,Appius Claudius Pulcher,Rome,423025,,,Cn. Pompeius Magnus,,Philotimus (Cicero's freedman),,Asia,991380,,
Fam. 3.10,early April 50 BCE,-4.1.50,-4.15.50,Laodicae,897792,Cicero,Appius Claudius Pulcher,Rome,423025,,,Q. Servilius; Cn. Pompeius Magnus; C. Pomptinus; Marcus Junius Brutus; M. Caelius Rufus; Quintus Tullius Cicero; T. Annius Milo,Publius Cornelius Dolabella; P. Clodius Pulcher; Tullia; Claudia; Gnaeus Pompeius,,,Ephesus; Epictetus; Puteoli,599612; 550759; 432815,Phrygian; Lycaonian,609502; 648698
Fam. 3.11,June 26 50 BCE,-6.26.50,-6.26.50,Pyramus River,658576,Cicero,Appius Claudius Pulcher,Rome,423025,,,Q. Servilius; Cn. Pompeius Magnus; Marcus Junius Brutus; C. Valerius Flaccus; Decimus Tullius ,,,L. Cornelius Sulla Felix; Aristarchus of Samothrace; Homer; Appius Claudius Caecus,Tarsus; Asia,648789; 991380,,
Fam. 3.12,August 3 50 BCE,-8.3.50,-8.3.50,Sida ,494603,Cicero,Appius Claudius Pulcher,Rome,423025,,,Tullia; Q. Servilius,Publius Cornelius Dolabella,,,,,,
Fam. 3.13,middle of August 50 BCE,-8.13.50,-8.18.50,Rhodes,590031,Cicero,Appius Claudius Pulcher,Rome,423025,,,,Publius Cornelius Dolabella,,,,,,
Fam. 4.1,April 20 49 BCE,-4.20.49,-4.20.49,Cumae,432808,Cicero,Servius Sulpicius Rufus,Rome,423025,,,Gauis Trebatius Testa,,,,Spains,1027,,
Fam. 4.2,April 28 49 BCE,-4.28.49,-4.28.49,Cumae,432808,Cicero,Servius Sulpicius Rufus,Rome,423025,,,Postumia (wife of Servius); Servius Sulpicius Rufus Minor; C. Julius Caesar,,Philotimus,,,,,
Fam. 4.3,early September 46 BCE,-9.1.46,-9.15.46,Rome,423025,Cicero,Servius Sulpicius Rufus,Achaia,573049,,,C. Julius Caesar; Servius Sulpicius Rufus Minor,,,,,,,
Fam. 4.4,late September; early October 46 BCE,-9.20.46,-10.10.46,Rome,423025,Cicero,Servius Sulpicius Rufus,Achaia,573049,,,M. Claudius Marcellus; C. Julius Caesar; L. Calpurnius Piso Caesoninus; C. Claudius Marcellus Minor; Lucius Volcatius Tullus; Servius Sulpicius Rufus Minor,,,,,,,
Fam. 4.5,middle of March 45 BCE,-3.13.45,-3.18.45,Athens,579885,Servius Sulpicius Rufus,Cicero,Astura,432703,,,Tullia,Publius Cornelius Dolabella; Furius Crassipes; C. Calpurnius Piso Frugi,,,Asia; Aegina; Megara; Piraeus; Corinth; Rome,991380; 579844; 570468; 580062; 570182; 423025,,
Fam. 4.6,middle of April 45 BCE,-4.13.45,-4.18.45,Astura,432703,Cicero,Servius Sulpicius Rufus,Achaia,573049,,,Servius Sulpicius Rufus Minor; L. Aemilius Paullus Macedonicus ,,,Q. Fabius Maximus Cunctator; Marcus Porcius Cato; C. Sulpicius Gallus ,,,,
Fam. 4.7,September 46 BCE,-9.1.46,-9.30.46,Rome,423025,Cicero,M. Claudius Marcellus,Mytilene,550763,,,Cn. Pompeius Magnus; C. Claudius Marcellus (Marcus' cousin and not brother; cos 50),,,,Africa; Rhodes,775; 590031,,
Fam. 4.8,August 46 BCE,-8.1.46,-8.31.46,Rome,423025,Cicero,M. Claudius Marcellus,Mytilene,550763,,,,,,,,,,
Fam. 4.9,September 46 BCE,-9.1.46,-9.30.46,Rome,423025,Cicero,M. Claudius Marcellus,Mytilene,550763,,,Q. Mucius Scaevola;  C. Claudius Marcellus,Cn. Pompeius Magnus,Theophilus (Marcellus' freedman),,,,,
Fam. 4.10,December 46 BCE,-12.1.46,-12.31.46,Rome,423025,Cicero,M. Claudius Marcellus,Mytilene,550763,,,,,Theophilus,,,,,
Fam. 4.11,middle of October 46 BCE,-10.13.46,-10.18.46,Mytilene,550763,M. Marcellus,Cicero,Rome,423025,,,C. Claudius Marcellus,,,,,,,
Fam. 4.12,May 31 45 BCE,-6.31.45,-6.31.45,Athens,579885,Servius Sulpicius Rufus,Cicero,Tusculum,423108,,,M. Claudius Marcellus (cos 5 1); Manlius Acidinus; P. Postumius; P. Magius Cilo,,,,Piraeus; Epidaurus; Boetia; Cape Malea; Italy; Academy (northside of Athens),580062; 197263; 540689; 570455; 1052; 579885,,
Fam. 4.13,August 46 BCE,-8.1.46,-8.31.46,Rome,423025,Cicero,P. Nigidius Figulus,Exile (Unknown),,,,C. Julius Caesar,,,,,,,
Fam. 4.14,January 45 BCE,-1.1.45,-1.31.46,Rome,423025,Cicero,Cn. Plancius,Corcyra,530834,,,,Publilia,,,,,,
Fam. 4.15,January 45 BCE,-1.1.45,-1.31.45,Rome,423025,Cicero,Cn. Plancius,Corcyra,530834,,,,,,,,,,
Fam. 5.1,January 12 62 BCE,-1.12.62,-1.12.62,Cisalpine Gaul,383801,Q. Metellus Celer,Cicero,Rome,423025,,,,Q. Metellus Nepos (brother),,,,,,
Fam. 5.2,January 62 BCE,-1.13.62,-1.31.62,Rome,423025,Cicero,Q. Metellus Celer,Cisalpine Gaul,383801,,,Q. Metellus Nepos (brother); Clodia (Celer's wife); Mucia (Celer's sister and wife of Pompey); Cn. Pompeius Magnus,C. Antonius Hybrida,,,Italy,1052,,
Fam. 5.3,April 56 BCE,-4.1.56,-4.30.56,Spain,1027,Q. Metellus Celer,Cicero,Rome,423025,,,,Publius Clodius Pulcher;  Q. Metellus Nepos (brother),,,,,,
Fam. 5.4,Early 57 BCE,-1.1.57,-3.31.57,Dyrrachium,573193,Cicero,Q. Metellus Celer,Rome,423025,,,Quintus Tullius Cicero; T. Pomponius Atticus,P. Lentulus Spinther,,,,,,
Fam. 5.5,January 62 BCE,-1.1.62,-1.31.62,Rome,423025,Cicero,C. Antonius Hybrida,Macedonia,981531,,,T. Pomponius Atticus,,,,,,,
Fam. 5.6,December 62 BCE (after 10),-12.10.62,-12.31.62,Rome,423025,Cicero,P. Sestius,Macedonia,981531,,,Cornelia (wife of Sestius); Terentia; Q. Fufius Calenus; Q. Cornelius (brother of Cornelia; son of C. Cornelius Scipio);  Marcus Licinius Crassus; C. Antonius Hybrida,,Decius (librarius),,,,,
Fam. 5.7,April 62 BCE ,-4.1.62,-4.30.62,Rome,423025,Cicero,Cn. Pompeius Magnus,Asia,991380,,,,,,P. Cornelius Scipio Aemilianus Africanus Minor; C. Laelius,,,,
Fam. 5.8,January 54 BCE post 13,-1.13.54,-1.31.54,Rome,423025,Cicero,Marcus Licinius Crassus,NA,,from Rome to Syria,423025; 845004,Marcus Licinius Crassus Minor; Publius Licinius Crassus,L. Domitius Ahenobarbus; Appius Claudius Plucher; Tertulla,,,,,,
Fam. 5.9,July 11 45 BCE,-7.11.45,-7.11.45,Narona,197400,Publius Vatinius,Cicero,Rome,423025,,,,Licinius Calvus,Dionysius (Cicero's runaway slave),,Dalmatia,197240,Vardaei,197136
Fam. 5.10a,January 44 BCE,-1.1.44,-1.31.44,Narona,197400,Publius Vatinius,Cicero,Rome,423025,,,Catilius; Sextus Servilius; Appius Claudius Pulcher; Q. Volusius (Saturninus); C. Julius Caesar,,Dionysius (Cicero's runaway slave),,Dalmatia,197240,,
Fam. 5.10b,December 5 45 BCE,-12.5.45,-12.5.45,Narona,197400,Publius Vatinius,Cicero,Rome,423025,,,C. Julius Caesar,,,,Dalmatia; Ulcinium,197240; 481931,,
Fam. 5.11,early December 45 BCE,-12.1.45,-12.15.45,Rome,423025,Cicero,Publius Vatinius,Illyricum,481865,,,Pompeia (Vatinius' wife),,Sura (freedman of V?); Dionysius (Cicero's runaway slave),,,,Dalmatians,197240
Fam. 5.12,April 12 55,-4.12.55,-4.12.55,Antium,422837,Cicero,L. Lucceius,Rome,423025,,,,,,Callisthenes; Timaeus; Polybius; Xenophon; Hercules; Epaminondas; Themistocles; Alexander the Great; Apelles; Lysippus; Agesilaus; Timoleon; Herodotus; Homer; Achilles; Naevius; Hector,Mantinea; Sparta; Sigaeum,570459; 570685; 550877,,
Fam. 5.13,Summer; Autumn 46 BCE,-6.1.46,-10.31.46,Tusculum,423108,Cicero,L. Lucceius,Rome,423025,,,,,,,,,,
Fam. 5.14,May 9 45 BCE,-5.9.45,-5.9.45,Rome,423025,L. Lucceius,Cicero,Astura,432703,,,Marcus Tullius Cicero (father); Q. Lucceius (father),,,,,,,
Fam. 5.15,May 10; 12 45 BCE,-5.10.45,-5.12.45,Astura,432703,Cicero,L. Lucceius,Rome,423025,,,,,,,Tusculum; Puteoli,423108; 432815,,
Fam. 5.16,summer; autumn 46 BCE,-6.1.46,-10.31.46,Rome,423025,Cicero,Unknown Titius,Unknown,,,,,Titius' wife,,,,,,
Fam. 5.17,56 BCE,-1.1.56,-12.31.56,Rome,423025,Cicero,P. Sittius of Nuceria,Exile in Maurentania?,295363,,,Publius Sittius Minor,P. Cornelius Sulla,,,,,,
Fam. 5.18,after late March 52 BCE,-3.20.52,-12.31.52,Rome,423025,Cicero,T. Fadius,Exile in Italy,1052,,,,Cn. Pompeius Magnus,,,,,,
Fam. 5.19,April 28 49 BCE,-4.28.49,-4.28.49,Cumae,432808,Cicero,L. Mescinius Rufus,Rome,423025,,,,,,,,,,
Fam. 5.20,January 4; 7 49 BCE,-1.4.49,-1.7.49,Near Rome,423025,Cicero,L. Mescinius Rufus,Rome,423025,,,M. Mindius; Q. Volusius; C. Camilius; M. Valerius Messalla Rufus; Q. Lepta; T. Marius; L. Lucceius; Cn. Pompeius Magnus; M. Anneius; P. Sestius,,M. Tullius Laurea (Cicero's freedman),,Laodicea; Apamea; Ephesus; Myrina,897792; 897711; 599612; 550755,,
Fam. 5.21,mid April 46 BCE,-4.13.46,-4.18.46,Rome,423025,Cicero,L. Mescinius Rufus,Campania,991350,,,,Cn. Pompeius Magnus,,,Africa,775,,
Fam. 6.1,early January 45 BCE,-1.1.45,-1.10.45,Rome,423025,Cicero,Aulus Manlius Torquatus,Athens,579885,,,Servius Sulpicius Rufus,C. Julius Caesar,,,,,,
Fam. 6.2,post April 20 45 BCE,-4.20.45,-4.31.45,Astura,432703,Cicero,Aulus Manlius Torquatus,Athens,579885,,,Marcus Antonius,,,,Rome,423025,,
Fam. 6.3,mid January 45 BCE,-1.13.45,-1.18.45,Rome,423025,Cicero,Aulus Manlius Torquatus,Athens,579885,,,,,,,,,,
Fam. 6.4,late January 45 BCE,-1.18.45,-1.31.45,Rome,423025,Cicero,Aulus Manlius Torquatus,Athens,579885,,,Servius Sulpicius Rufus,C. Julius Caesar,,,,,,
Fam. 6.5,January 45 BCE,-1.1.45,-1.31.45,Rome,423025,Cicero,Aulus Caecina,Sicily,462492,,,,Caecina's son,,,,,,
Fam. 6.6,October 46 BCE,-10.1.46,-10.31.46,Rome,423025,Cicero,Aulus Caecina,Sicily,462492,,,Cn. Pompeius Magnus; C. Julius Caesar; Marcus Junius Brutus; Servius Sulpicius Rufus; M. Claudius Marcellus; C. Cassius Longius,Caecina of Volaterrae (father),,Amphiaraus,Asia; Spain; Italy (Adriatic shore); Etruria; Volaterrae; Gaul; Greece,991380; 1027; 1052; 413122; 403292; 993;1001896,,
Fam. 6.7,December 46 BCE,-12.1.46,-12.31.46,Sicily,462492,Aulus Caecina,Cicero,Rome,423025,,,C. Julius Caesar,Aulus Caecina Minor,,,Asia,991380,,
Fam. 6.8,December 46 BCE,-12.1.46,-12.31.46,Rome,423025,Cicero,Aulus Caecina,Sicily,462492,,,(Caecinus) Largus; Lucius Cornelius Balbus; Gaius Oppius; C. Julius Caesar; T. Furfanius Postumus,,,,Asia; Mutina,991380; 383715,,
Fam. 6.9,December 46 BCE,-12.1.46,-12.31.46,Rome,423025,Cicero,T. Furfanius Postumus,Sicily,462492,,,Aulus Caecina,Caecina of Volaterrae (father),,,,,,
Fam. 6.10a,September 46 BCE,-9.1.46,-9.30.46,Rome,423025,Cicero,Trebanius,Exile (Unknown),,,,Postumulenus; P. Sestius; T. Pomponius Atticus; C. Julius Caesar,,Theudas (Trebanius' freedman),,,,,
Fam. 6.10b,September 46 BCE,-9.1.46,-9.30.46,Rome,423025,Cicero,Trebanius,Exile (Unknown),,,,,,,,,,,
Fam. 6.11,middle of June 45 BCE,-6.13.45,-6.18.45,Rome,423025,Cicero,Trebanius,Exile (Unknown),,,,Publius Cornelius Dolabella; Vestorius (banker in Puteoli); Siro the Epicurean (Syro/Siron/Syron),,,,,,,
Fam. 6.12,September 46 BCE,-9.1.46,-9.30.46,Rome,423025,Cicero,Ampius Balbus,NA,,returning from exile to Rome,unknown; 423025,C. Julius Caesar; C. Vibius Pansa; Aulus Hirtius; L. Cornelius Balbus; Gaius Oppius; M. Curtius Postumus; L. Tillius Cimber; Eppulieia (Ampius' wife); Ampia (daughter),,,,,,,
Fam. 6.13,August; September 46 BCE,-8.1.46,-9.30.46,Rome,423025,Cicero,Q. Ligarius,in exile Africa (province),991341,,,C. Julius Caesar ,,,,Africa,775,,
Fam. 6.14,September 24 56 BCE,-9.24.56,-9.24.56,Rome,423025,Cicero,Q. Ligarius,in exile Africa (province),991341,,,C. Julius Caesar,,,,,,,
Fam. 6.15,March 15 44 BCE,-3.15.44,-3.15.44,Rome,423025,Cicero,L. Minucius Basilus,Rome,423025,,,,,,,,,,
Fam. 6.16,March 44 BCE (post 15),-3.15.44,-3.31.44,Sicily,462492,Aulus Pompeius Bithynicus,Cicero,Rome,423025,,,,,,,,,,
Fam. 6.17,April 44 BCE,-4.1.44,-4.30.44,Campania,991350,Cicero,Aulus Pompeius Bithynicus,Sicily,462492,,,,Quintus Pompeius,,,,,,
Fam. 6.18,January 45 BCE,-1.1.45,-1.31.45,Rome,423025,Cicero,Q. Lepta,Unknown,,,,L. Cornelius Balbus; Cn. Pompeius Magnus; C. Julius Caesar; L. Junius Paciaecus; M. Valerius Messala; Quintus Salassus; Publius Curtius; Tullia; Publius Cornelius Dolabella; Quintus Lepta Minor; Servius Sulpicius Galba,Ruspina,Seleucus (Lepta's freedman),,Spain,1027,Spainards,1027
Fam. 6.19,August 25; 29 45 BCE,-8.25.45,-8.29.45,Astura,432703,Cicero,Q. Lepta,Rome,423025,,,P. Pompeius Macula; Lucius Cornelius Balbus; Gaius Oppius; C. Julius Caesar,,,,Falernum; Petro (Sinuessa),432828; 433122,,
Fam. 6.20,July 45 BCE,-7.1.45,-7.31.45,Tusculum,423108,Cicero,C. Toranius,Corcyra,530834,,,Cn. Plancius; C. Julius Caesar,,Cilo (possibly a freedman),,,,,
Fam. 6.21,January 45 BCE,-1.1.45,-1.31.45,Rome,423025,Cicero,C. Toranius,Corcyra,530834,,,Domitii; Lentulii,L. Domitius Ahenobarbus; L. Cornelius Lentulus Crus,,,,,,
Fam. 6.22,May 46 BCE,-5.1.46,-5.30.46,Rome,423025,Cicero,Cn. Domitius Ahenobarbus,Italy,1052,,,,Porcia; Aemilia Lepida,,,,,,
Fam. 7.1,September 55 BCE,-9.1.55,-9.30.55,Rome,423025,Cicero,M. Marius,Cumae,432808,,,Spurius Maecius Tarpa; Aesop (tragic actor); Cn. Pompeius Magnus; L. Gallus Caninius,,Protogenes (Marius' reader),,Stabiae; Greece; Osci ,433128; 1001896; 991350,,
Fam. 7.2,January; February 51 BCE,-1.1.51,-2.28.51,Rome,423025,Cicero,M. Marius,Campania,991350,,,T. Munatius Plancus Bursa; Publius Clodius Pulcher,T. Annius Milo; Cn. Pompeius Magnus,,,,,,
Fam. 7.3,mid April 46 BCE,-4.13.46,-4.18.46,Rome,423025,Cicero,M. Marius,Pompeii,433032,,,C. Claudius Marcellus Maior; L. Cornelius Lentulus Crus; Cn. Pompeius Magnus; Juba I of Numidia,C. Julius Caesar,,,Italy; Rhodes; Mytilene,1052; 590031; 550763,,
Fam. 7.4,November 16 46 BCE,-11.16.46,-11.16.46,Cumae,432808,Cicero,M. Marius,Stabiae,433128,,,L. Scribonius Libo,,,,Pompeii,433032,,
